Merge conflicts for clin_st
217-1618	normal	live	U
217-1619	normal	live	U
217-1620	normal	live	U
217-1621	normal	live	U
217-1622	normal	live	U
217-1623	normal	live	U
217-1624	normal	live	U
217-1625	normal	live	U
217-1626	normal	live	U
217-1627	normal	live	U
217-1628	normal	live	U
217-1629	normal	live	U
217-1630	normal	live	U
217-1631	normal	live	U
217-1632	normal	live	U
217-1633	normal	live	U
217-1634	normal	live	U
217-1635	normal	live	U
217-1636	normal	live	U
217-1637	normal	live	U
217-1638	normal	live	U
217-1640	normal	live	U
217-1641	normal	live	U
217-1643	normal	live	U
217-1644	normal	live	U
217-1645	normal	live	U
217-1646	normal	live	U
217-1647	normal	live	U
217-1648	normal	live	U
217-1649	normal	live	U
217-1650	normal	live	U
217-1651	normal	live	U
217-1652	normal	live	U
217-1653+	normal	hunted	U
217-1654+	normal	hunted	U
217-1655	normal	live	U
217-1656	normal	live	U
217-1657	normal	live	U
217-1658	normal	live	U
217-1659+	normal	hunted	U
217-1660	normal	live	U
217-1661	normal	live	U
217-1662	normal	live	U
217-1663	normal	live	U
217-1849	normal	live	U
217-1850	normal	live	U
217-1851	normal	live	U
217-1852	normal	live	U
217-1853	normal	live	U
217-1855	normal	live	U
217-1856	normal	live	U
217-1857	normal	live	U
217-1858	normal	live	U
217-1859	normal	live	U
217-1860	normal	live	U
217-1861	normal	live	U
217-1862	normal	live	U
217-1863	normal	live	U
217-1865	normal	live	U
217-1867	normal	live	U
217-1868	normal	live	U
217-1869	normal	live	U
217-1870	normal	live	U
217-1871	normal	live	U
217-1872	normal	live	U
217-1874	normal	live	U
217-1875	normal	live	U
217-1876	normal	live	U
217-1877	normal	live	U
217-1878	normal	live	U
217-1879	normal	live	U
217-1880	normal	live	U
217-1881	normal	live	U
217-1882	normal	live	U
217-1883	normal	live	U
217-1884	normal	live	U
217-1885	normal	live	U
217-1886	normal	live	U
217-1887	normal	live	U
217-1888	normal	live	U
217-1889	normal	live	U
217-1890	normal	live	U
217-1891	normal	live	U
217-1892	normal	live	U
217-1893	normal	live	U
217-1894	normal	live	U
217-1895	normal	live	U
217-1896	normal	live	U
217-1897	normal	live	U
217-1898	normal	live	U
217-1899	normal	live	U
217-1900	normal	live	U
217-1901	normal	live	U
217-1902	normal	live	U
217-1903	normal	live	U
217-1904	normal	live	U
217-1905	normal	live	U
217-1906	normal	live	U
217-1907	normal	live	U
217-1908	normal	live	U
217-1909	normal	live	U
217-1910	normal	live	U
217-1911	normal	live	U
217-1912	normal	live	U
217-1913	normal	live	U
217-1914	normal	live	U
217-1915	normal	live	U
217-1916	normal	live	U
217-1917	normal	live	U
217-1918	normal	live	U
217-1919	normal	live	U
217-1920	normal	live	U
217-1921	normal	live	U
217-1922	normal	live	U
217-1923	normal	live	U
217-1925	normal	live	U
217-1926	normal	live	U
217-1927	normal	live	U
217-1928	normal	live	U
217-1929	normal	live	U
217-1930	normal	live	U
217-1931	normal	live	U
217-1932	normal	live	U
217-1933	normal	live	U
217-1935	normal	live	U
217-1936	normal	live	U
217-1937	normal	live	U
217-1938	normal	live	U
217-1939	normal	live	U
217-1940	normal	live	U
217-1941	normal	live	U
217-1942	normal	live	U
217-1943	normal	live	U
217-1944	normal	live	U
217-1945	normal	live	U
217-1946	normal	live	U
217-1947	normal	live	U
217-1948	normal	live	U
217-1949	normal	live	U
217-1950	normal	live	U
217-1951	normal	live	U
217-1952	normal	live	U
217-1953	normal	live	U
217-1954	normal	live	U
217-1955	normal	live	U
217-1956	normal	live	U
217-1957	normal	live	U
217-1958	normal	live	U
217-1959	normal	live	U
217-1960	normal	live	U
217-1961	normal	live	U
217-1962	normal	live	U
217-1963	normal	live	U
217-1964	normal	live	U
217-1965	normal	live	U
217-1966	normal	live	U
217-1967	normal	live	U
217-1968	normal	live	U
217-1969	normal	live	U
217-1970	normal	live	U
217-1971	normal	live	U
217-1972	normal	live	U
217-1973	normal	live	U
217-1974	normal	live	U
217-1975	normal	live	U
217-1976	normal	live	U
217-1977	normal	live	U
217-1978	normal	live	U
217-1979	normal	live	U
217-1980	normal	live	U
217-1981	normal	live	U
217-1982	normal	live	U
217-1983	normal	live	U
217-1984	normal	live	U
217-1985	normal	live	U
217-1988	normal	live	U
217-1989	normal	live	U
217-1990	normal	live	U
217-1991	normal	live	U
217-1992	normal	live	U
217-1993	normal	live	U
217-1994	normal	live	U
217-1996	\N	\N	U
217-1997	\N	\N	U
217-1998	\N	\N	U
217-1999	\N	\N	U
217-2001	\N	\N	U
217-2002	\N	\N	U
217-2003	\N	\N	U
217-2004	\N	\N	U
217-2005	\N	\N	U
217-2006	\N	\N	U
217-2007	\N	\N	U
217-2008	\N	\N	U
217-2009	\N	\N	U
217-2010	\N	\N	U
217-2013	\N	\N	U
217-2014	\N	\N	U
217-2015	\N	\N	U
217-2016	\N	\N	U
217-2017	\N	\N	U
217-2018	\N	\N	U
217-2019	\N	\N	U
217-2020	\N	\N	U
217-2023	\N	\N	U
217-2025	\N	\N	U
217-2026	\N	\N	U
217-2027	\N	\N	U
217-2028	\N	\N	U
217-2029	\N	\N	U
217-2068	normal	live	U
217-2069	normal	live	U
217-2070	normal	live	U
217-2071	normal	live	U
217-2072	normal	live	U
217-2073	normal	live	U
217-2074	normal	live	U
217-2075	normal	live	U
217-2076	normal	live	U
217-2077	normal	live	U
217-2078	normal	live	U
217-2079	normal	live	U
217-2080	normal	live	U
217-2081	normal	live	U
217-2082	normal	live	U
217-2083	normal	live	U
217-2084	normal	live	U
217-2085	normal	live	U
217-2086	normal	live	U
217-2087	normal	live	U
217-2088	normal	live	U
217-2089	normal	live	U
217-2090	normal	live	U
217-2091	normal	live	U
