217-53	GEORGIA2010_00053	2010-01-31	435	adult	M	\N	normal	live	\N	\N	2	tracheal/op swab
217-54	GEORGIA2010_00054	2010-01-31	435	adult	M	\N	normal	live	\N	\N	2	cloacal swab
217-55	GEORGIA2010_00055	2010-01-31	435	adult	M	\N	normal	live	\N	\N	2	tracheal/op swab
217-56	GEORGIA2010_00056	2010-01-31	435	adult	M	\N	normal	live	\N	\N	2	cloacal swab
217-57	GEORGIA2010_00057	2010-01-31	435	adult	F	\N	normal	live	\N	\N	2	tracheal/op swab
217-58	GEORGIA2010_00058	2010-01-31	435	adult	F	\N	normal	live	\N	\N	2	cloacal swab
217-59	GEORGIA2010_00059	2010-01-31	435	adult	M	\N	normal	live	\N	\N	2	tracheal/op swab
217-60	GEORGIA2010_00060	2010-01-31	435	adult	M	\N	normal	live	\N	\N	2	cloacal swab
217-61	GEORGIA2010_00061	2010-01-31	435	adult	M	\N	normal	live	\N	\N	2	tracheal/op swab
217-62	GEORGIA2010_00062	2010-01-31	435	adult	M	\N	normal	live	\N	\N	2	cloacal swab
217-63	GEORGIA2010_00063	2010-01-31	435	adult	F	\N	normal	live	\N	\N	2	tracheal/op swab
217-64	GEORGIA2010_00064	2010-01-31	435	adult	F	\N	normal	live	\N	\N	2	cloacal swab
217-65	GEORGIA2010_00065	2010-01-31	435	adult	F	\N	normal	live	\N	\N	2	tracheal/op swab
217-66	GEORGIA2010_00066	2010-01-31	435	adult	F	\N	normal	live	\N	\N	2	cloacal swab
217-67	GEORGIA2010_00067	2010-01-31	435	adult	M	\N	normal	live	\N	\N	2	tracheal/op swab
217-68	GEORGIA2010_00068	2010-01-31	435	adult	M	\N	normal	live	\N	\N	2	cloacal swab
217-69	GEORGIA2010_00069	2010-01-31	435	adult	F	\N	normal	live	\N	\N	2	tracheal/op swab
217-70	GEORGIA2010_00070	2010-01-31	435	adult	F	\N	normal	live	\N	\N	2	cloacal swab
217-71	GEORGIA2010_00071	2010-01-31	435	adult	F	\N	normal	live	\N	\N	2	tracheal/op swab
217-72	GEORGIA2010_00072	2010-01-31	435	adult	F	\N	normal	live	\N	\N	2	cloacal swab
217-73	GEORGIA2010_00073	2010-01-31	31027	adult	M	\N	normal	live	\N	\N	2	tracheal/op swab
217-74	GEORGIA2010_00074	2010-01-31	31027	adult	M	\N	normal	live	\N	\N	2	cloacal swab
217-75	GEORGIA2010_00075	2010-01-31	31027	adult	M	\N	normal	live	\N	\N	2	tracheal/op swab
217-76	GEORGIA2010_00076	2010-01-31	31027	adult	M	\N	normal	live	\N	\N	2	cloacal swab
217-77	GEORGIA2010_00077	2010-01-31	435	adult	M	\N	normal	live	\N	\N	2	tracheal/op swab
217-78	GEORGIA2010_00078	2010-01-31	435	adult	M	\N	normal	live	\N	\N	2	cloacal swab
217-79	GEORGIA2010_00079	2010-01-31	435	adult	F	\N	normal	live	\N	\N	2	tracheal/op swab
217-80	GEORGIA2010_00080	2010-01-31	435	adult	F	\N	normal	live	\N	\N	2	cloacal swab
217-81	GEORGIA2010_00081	2010-01-31	435	adult	F	\N	normal	live	\N	\N	2	tracheal/op swab
217-82	GEORGIA2010_00082	2010-01-31	435	adult	F	\N	normal	live	\N	\N	2	cloacal swab
217-83	GEORGIA2010_00083	2010-01-31	31027	adult	F	\N	normal	live	\N	\N	2	tracheal/op swab
217-84	GEORGIA2010_00084	2010-01-31	31027	adult	F	\N	normal	live	\N	\N	2	cloacal swab
217-253	GEORGIA2010_00085	2009/11/08	3228	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-254	GEORGIA2010_00086	2009/11/08	3228	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-255	GEORGIA2010_00087	2009/11/08	3228	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-256	GEORGIA2010_00088	2009/11/09	3228	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-257	GEORGIA2010_00089	2009/11/08	3228	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-258	GEORGIA2010_00090	2009/11/08	3228	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-259	GEORGIA2010_00091	2009/11/08	3228	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-260	GEORGIA2010_00092	2009/11/08	3228	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-261	GEORGIA2010_00093	2009/11/09	3228	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-262	GEORGIA2010_00094	2009/11/09	3228	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-263	GEORGIA2010_00095	2009/11/09	3228	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-264	GEORGIA2010_00096	2009/11/09	3228	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-265	GEORGIA2010_00097	2009/11/09	3228	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-266	GEORGIA2010_00098	2009/11/09	3228	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-267	GEORGIA2010_00099	2009/11/09	3228	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-268	GEORGIA2010_00100	2009/11/09	3228	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-269	GEORGIA2010_00101	2009/11/09	3228	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-270	GEORGIA2010_00102	2009/11/09	3228	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-271	GEORGIA2010_00103	2009/11/09	3228	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-272	GEORGIA2010_00104	2009/11/09	3228	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-273	GEORGIA2010_00105	2009/11/09	3228	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-274	GEORGIA2010_00106	2009/11/09	3228	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-275	GEORGIA2010_00107	2009/11/09	3228	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-276	GEORGIA2010_00108	2009/11/09	3228	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-277	GEORGIA2010_00109	2009/11/09	3228	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-278	GEORGIA2010_00110	2009/11/09	3228	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-279	GEORGIA2010_00111	2009/11/09	3228	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-280	GEORGIA2010_00112	2009/11/09	3228	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-281	GEORGIA2010_00113	2009/11/10	31675	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-282	GEORGIA2010_00114	2009/11/10	31675	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-283	GEORGIA2010_00115	2009/11/10	31675	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-284	GEORGIA2010_00116	2009/11/10	31675	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-285	GEORGIA2010_00117	2009/11/10	31675	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-286	GEORGIA2010_00118	2009/11/10	31675	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-287	GEORGIA2010_00119	2009/11/10	31675	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-288	GEORGIA2010_00120	2009/11/10	31675	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-289	GEORGIA2010_00121	2009/11/10	31675	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-290	GEORGIA2010_00122	2009/11/10	31675	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-291	GEORGIA2010_00123	2009/11/10	31675	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-292	GEORGIA2010_00124	2009/11/10	31675	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-293	GEORGIA2010_00125	2009/11/10	31675	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-294	GEORGIA2010_00126	2009/11/10	31675	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-295	GEORGIA2010_00127	2009/11/10	31675	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-296	GEORGIA2010_00128	2009/11/10	3228	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-297	GEORGIA2010_00129	2009/11/10	31675	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-298	GEORGIA2010_00130	2009/11/10	31675	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-299	GEORGIA2010_00131	2009/11/10	3228	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-300	GEORGIA2010_00132	2009/11/10	3228	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-301	GEORGIA2010_00133	2009/11/10	31675	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-302	GEORGIA2010_00134	2009/11/10	3228	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-303	GEORGIA2010_00135	2009/11/10	3228	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-304	GEORGIA2010_00136	2009/11/10	3228	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-305	GEORGIA2010_00137	2009/11/11	31675	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-306	GEORGIA2010_00138	2009/11/11	31675	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-307	GEORGIA2010_00139	2009/11/11	31675	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-308	GEORGIA2010_00140	2009/11/11	31675	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-309	GEORGIA2010_00141	2009/11/11	31675	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-310	GEORGIA2010_00142	2009/11/11	31675	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-311	GEORGIA2010_00143	2009/11/11	31675	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-312	GEORGIA2010_00144	2009/11/11	31675	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-313	GEORGIA2010_00145	2009/11/12	3227	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-314	GEORGIA2010_00146	2009/11/13	3227	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-315	GEORGIA2010_00147	2009/11/14	3227	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-316	GEORGIA2010_00148	2009/11/15	3227	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-317	GEORGIA2010_00149	2009/11/16	3227	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-318	GEORGIA2010_00150	2009/11/17	3227	juvenile	\N	\N	normal	live	\N	\N	10	cloacal swab
217-319	GEORGIA2010_00151	2009/11/18	3227	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-320	GEORGIA2010_00152	2009/11/19	3227	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-321	GEORGIA2010_00153	2009/11/20	3227	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-322	GEORGIA2010_00154	2009/11/21	31675	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-323	GEORGIA2010_00155	2009/11/22	31675	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-324	GEORGIA2010_00156	2009/11/01	31051	\N	\N	\N	normal	live	\N	\N	5	cloacal swab
217-325	GEORGIA2010_00157	2009/11/01	31051	\N	\N	\N	normal	live	\N	\N	5	cloacal swab
217-326	GEORGIA2010_00158	2009/11/01	457	\N	\N	\N	normal	live	\N	\N	5	cloacal swab
217-327	GEORGIA2010_00159	2009/11/02	457	\N	\N	\N	normal	live	\N	\N	5	cloacal swab
217-328	GEORGIA2010_00160	2009/11/02	2944	\N	\N	\N	normal	live	\N	\N	5	cloacal swab
217-329	GEORGIA2010_00161	2009/11/03	2944	\N	\N	\N	normal	live	\N	\N	5	cloacal swab
217-330	GEORGIA2010_00162	2009/11/03	2944	\N	\N	\N	normal	live	\N	\N	5	cloacal swab
217-331	GEORGIA2010_00163	2009/11/03	2944	\N	\N	\N	normal	live	\N	\N	5	cloacal swab
217-332	GEORGIA2010_00164	2009/11/03	2944	\N	\N	\N	normal	live	\N	\N	5	cloacal swab
217-333	GEORGIA2010_00165	2009/11/17	31675	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-334	GEORGIA2010_00166	2009/11/17	31675	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-335	GEORGIA2010_00167	2009/11/17	31675	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-336	GEORGIA2010_00168	2009/11/17	31675	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-337	GEORGIA2010_00169	2009/11/14	435	adult	\N	\N	normal	live	\N	\N	7	cloacal swab
217-338	GEORGIA2010_00170	2009/11/14	31027	adult	\N	\N	normal	live	\N	\N	7	cloacal swab
217-339	GEORGIA2010_00171	2009/11/14	31027	adult	\N	\N	normal	live	\N	\N	7	cloacal swab
217-340	GEORGIA2010_00172	2009/11/14	31027	adult	\N	\N	normal	live	\N	\N	7	tracheal/op swab
217-341	GEORGIA2010_00173	2009/11/15	397	adult	\N	\N	normal	live	\N	\N	8	cloacal swab
217-342	GEORGIA2010_00174	2009/11/14	435	adult	\N	\N	normal	live	\N	\N	7	tracheal/op swab
217-343	GEORGIA2010_00175	2009/11/14	31027	adult	\N	\N	normal	live	\N	\N	7	tracheal/op swab
217-344	GEORGIA2010_00176	2009/11/17	31675	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-345	GEORGIA2010_00177	2009/11/15	397	adult	\N	\N	normal	live	\N	\N	8	tracheal/op swab
217-346	GEORGIA2010_00178	2009/11/17	3228	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-347	GEORGIA2010_00179	2009/11/17	31675	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-348	GEORGIA2010_00180	2009/11/17	3228	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-349	GEORGIA2010_00181	2009/11/17	31675	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-350	GEORGIA2010_00182	2009/11/17	3228	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-351	GEORGIA2010_00183	2009/11/17	3228	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-352	GEORGIA2010_00184	2009/11/17	3228	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-353	GEORGIA2010_00185	2009/11/17	3240	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-354	GEORGIA2010_00186	2009/11/17	31675	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-355	GEORGIA2010_00187	2009/11/17	31675	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-356	GEORGIA2010_00188	2009/11/17	31675	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-357	GEORGIA2010_00189	2009/11/17	31675	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-358	GEORGIA2010_00190	2009/11/17	31675	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-359	GEORGIA2010_00191	2009/11/17	31675	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-360	GEORGIA2010_00192	2009/11/17	31675	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-361	GEORGIA2010_00193	2009/11/17	31675	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-362	GEORGIA2010_00194	2009/11/17	31675	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-363	GEORGIA2010_00195	2009/11/17	31675	juvenile	\N	\N	normal	live	\N	\N	10	cloacal swab
217-364	GEORGIA2010_00196	2009/11/17	31675	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-365	GEORGIA2010_00197	2009/11/17	31675	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-366	GEORGIA2010_00198	2009/11/17	31675	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-367	GEORGIA2010_00199	2009/11/17	31675	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-368	GEORGIA2010_00200	2009/11/17	31675	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-369	GEORGIA2010_00201	2009/11/17	31675	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-370	GEORGIA2010_00202	2009/11/17	31675	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-371	GEORGIA2010_00203	2009/11/17	31675	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-372	GEORGIA2010_00204	2009/11/17	31675	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-373	GEORGIA2010_00205	2009/11/17	31675	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-374	GEORGIA2010_00206	2009/11/17	31675	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-375	GEORGIA2010_00207	2009/11/17	31675	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-376	GEORGIA2010_00208	2009/11/17	31675	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-377	GEORGIA2010_00209	2009/11/17	31675	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-378	GEORGIA2010_00210	2009/11/17	31675	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-379	GEORGIA2010_00211	2009/11/17	31675	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-380	GEORGIA2010_00212	2009/11/17	31675	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-381	GEORGIA2010_00213	2009/11/22	3666	adult	\N	\N	normal	live	\N	\N	14	cloacal swab
217-382	GEORGIA2010_00214	2009/11/22	3628	adult	\N	\N	normal	live	\N	\N	14	cloacal swab
217-383	GEORGIA2010_00215	2009/11/22	3628	adult	\N	\N	normal	live	\N	\N	14	tracheal/op swab
217-384	GEORGIA2010_00216	2009/11/22	2944	adult	\N	\N	normal	live	\N	\N	14	cloacal swab
217-385	GEORGIA2010_00217	2009/11/22	2944	adult	\N	\N	normal	live	\N	\N	14	tracheal/op swab
217-386	GEORGIA2010_00218	2009/11/22	3666	adult	\N	\N	normal	live	\N	\N	14	cloacal swab
217-387	GEORGIA2010_00219	2009/11/22	3666	adult	\N	\N	normal	live	\N	\N	14	tracheal/op swab
217-388	GEORGIA2010_00220	2009/11/22	3666	adult	\N	\N	normal	live	\N	\N	14	cloacal swab
217-389	GEORGIA2010_00221	2009/11/22	3666	adult	\N	\N	normal	live	\N	\N	14	tracheal/op swab
217-390	GEORGIA2010_00222	2009/11/22	3666	adult	\N	\N	normal	live	\N	\N	14	tracheal/op swab
217-391	GEORGIA2010_00223	2009/11/22	3666	adult	\N	\N	normal	live	\N	\N	14	cloacal swab
217-392	GEORGIA2010_00224	2009/11/22	3666	adult	\N	\N	normal	live	\N	\N	14	tracheal/op swab
217-393	GEORGIA2010_00225	2009/11/22	3666	adult	\N	\N	normal	live	\N	\N	14	cloacal swab
217-394	GEORGIA2010_00226	2009/11/22	3666	adult	\N	\N	normal	live	\N	\N	14	tracheal/op swab
217-395	GEORGIA2010_00227	2009/11/22	3666	adult	\N	\N	normal	live	\N	\N	14	cloacal swab
217-396	GEORGIA2010_00228	2009/11/22	3666	adult	\N	\N	normal	live	\N	\N	14	tracheal/op swab
217-399	GEORGIA2010_00229	2009/11/25	31675	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-400	GEORGIA2010_00230	2009/11/22	6394	adult	M	\N	normal	live	\N	\N	12	cloacal swab
217-401	GEORGIA2010_00231	2009/11/22	6394	adult	M	\N	normal	live	\N	\N	12	tracheal/op swab
217-402	GEORGIA2010_00232	2009/11/22	6394	adult	F	\N	normal	live	\N	\N	12	cloacal swab
217-403	GEORGIA2010_00233	2009/11/22	6394	adult	F	\N	normal	live	\N	\N	12	tracheal/op swab
217-404	GEORGIA2010_00234	2009/11/22	6394	adult	M	\N	normal	live	\N	\N	12	cloacal swab
217-405	GEORGIA2010_00235	2009/11/22	6394	adult	M	\N	normal	live	\N	\N	12	tracheal/op swab
217-406	GEORGIA2010_00236	2009/11/22	6409	adult	M	\N	normal	live	\N	\N	12	cloacal swab
217-407	GEORGIA2010_00237	2009/11/22	6409	adult	M	\N	normal	live	\N	\N	12	tracheal/op swab
217-408	GEORGIA2010_00238	2009/11/22	6409	adult	F	\N	normal	live	\N	\N	12	cloacal swab
217-409	GEORGIA2010_00239	2009/11/22	6409	adult	F	\N	normal	live	\N	\N	12	tracheal/op swab
217-410	GEORGIA2010_00240	2009/11/25	31675	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-411	GEORGIA2010_00241	2009/11/25	31675	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-412	GEORGIA2010_00242	2009/11/25	31675	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-414	GEORGIA2010_00243	2009/11/25	31675	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-415	GEORGIA2010_00244	2009/11/25	31675	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-416	GEORGIA2010_00245	2009/11/25	31675	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-417	GEORGIA2010_00246	2009/11/25	3228	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-418	GEORGIA2010_00247	2009/11/25	3228	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-419	GEORGIA2010_00248	2009/11/25	3228	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-420	GEORGIA2010_00249	2009/11/25	3228	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-421	GEORGIA2010_00250	2009/11/25	3228	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-422	GEORGIA2010_00251	2009/11/25	3228	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-423	GEORGIA2010_00252	2009/11/25	3228	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-424	GEORGIA2010_00253	2009/11/25	3228	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-425	GEORGIA2010_00254	2009/11/25	3228	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
217-426	GEORGIA2010_00255	2009/11/25	3228	adult	\N	\N	normal	live	\N	\N	10	cloacal swab
